umap_n_neighbors,umap_min_dist,dbscan_eps,dbscan_min_samples,n_clusters,noise_frac,silhouette,davies_bouldin,calinski_harabasz
25,0.4,0.25,30,34,0.008095375019353698,0.45100274682044983,0.5930398689888101,67423.3828125
25,0.4,0.4,20,14,0.0007962663953462653,0.4489944875240326,0.5967508731868894,60712.08203125
60,0.4,0.15,20,56,0.03054566366592201,0.4482533633708954,0.6311216742531869,115538.828125
25,0.4,0.25,20,27,0.003428369202185309,0.44628265500068665,0.5524149379070925,58830.45703125
60,0.4,0.25,20,20,0.002057021521311185,0.44440674781799316,0.5977144813591876,71824.984375
15,0.4,0.3,20,20,0.002764813872730088,0.4441676139831543,0.5928480872792351,64976.91015625
15,0.2,0.1,20,126,0.08141823892415563,0.44321075081825256,0.5942913905047696,186591.328125
10,0.2,0.1,20,163,0.10083829156621177,0.44250014424324036,0.5963062115876429,167919.765625
40,0.4,0.2,10,21,0.002919643449602973,0.4422967731952667,0.5762721629677098,59893.0
40,0.4,0.15,30,86,0.07969299506757205,0.44188621640205383,0.614827145254708,113799.203125
15,0.4,0.3,30,26,0.004711242839132069,0.4417639672756195,0.6086381749363571,52389.8203125
15,0.2,0.15,10,48,0.005131494547787043,0.44089317321777344,0.5743683453733429,103829.4453125
25,0.2,0.1,15,104,0.039149764437858045,0.4408497214317322,0.5399441594004308,167815.859375
15,0.2,0.15,15,63,0.008781048859790759,0.4402432143688202,0.5744500622444808,135161.15625
40,0.4,0.25,15,21,0.001857954922474619,0.4399612247943878,0.5767342558451506,59933.96484375
10,0.2,0.15,15,60,0.011988232952157661,0.4395768642425537,0.5609309899864209,109229.7421875
15,0.4,0.2,20,47,0.015040587467651677,0.4395046532154083,0.6103164749022507,71031.1484375
40,0.2,0.15,15,44,0.006148946052951716,0.4389626979827881,0.5519516576337872,116607.78125
10,0.4,0.2,50,133,0.1976952511556922,0.43894487619400024,0.6447832093286312,95977.8984375
10,0.4,0.4,30,15,0.0019021919444383005,0.43880409002304077,0.5997666866179122,48526.99609375
15,0.4,0.4,15,13,0.0005529627745460175,0.43873414397239685,0.5836446614430293,58992.40625
15,0.4,0.4,10,13,0.00042025170865497336,0.4381144940853119,0.5858471780943856,59002.6875
40,0.4,0.25,20,21,0.002300325142111433,0.4371148347854614,0.5778346998858856,59906.734375
10,0.4,0.15,30,184,0.23197894317754528,0.4369330108165741,0.6169645462273563,95624.0078125
40,0.4,0.2,30,45,0.018800734334564598,0.4368717670440674,0.5954656605125784,107294.2109375
25,0.4,0.3,30,25,0.002477273229966159,0.4360319972038269,0.5689412486329641,63225.04296875
60,0.4,0.5,10,10,6.63555329455221e-05,0.43593838810920715,0.5866223525759845,59782.4140625
25,0.4,0.2,10,28,0.003981331976731326,0.43476220965385437,0.6073302777971865,56736.08984375
40,0.2,0.1,5,59,0.007697241821680564,0.4347240626811981,0.6076651709146808,148278.828125
25,0.4,0.25,10,20,0.00157041427971069,0.4344864785671234,0.5911413846941824,69649.9609375
15,0.4,0.4,30,16,0.0018137179005109376,0.433993399143219,0.6447514559534941,61335.52734375
40,0.4,0.25,50,42,0.01658888323638053,0.43369370698928833,0.6065364707629981,112183.53125
40,0.4,0.3,30,18,0.001481940235783327,0.43365493416786194,0.5556241811374613,62044.96875
25,0.4,0.1,20,234,0.3098582203446064,0.43212583661079407,0.6174007621190158,155162.25
25,0.4,0.2,50,88,0.08197120169870165,0.42959970235824585,0.6543173201539128,120816.6484375
15,0.4,0.2,5,25,0.002433036208002477,0.4279939532279968,0.5785085324432547,54358.16015625
15,0.4,0.25,5,17,0.0012828736369467607,0.42699873447418213,0.5959235386678394,60086.50390625
25,0.4,0.15,20,74,0.04571896219946473,0.42694467306137085,0.6176967249506731,96130.8125
60,0.4,0.25,15,18,0.0014598217248014864,0.42685365676879883,0.6715052288870278,76762.1953125
15,0.4,0.5,10,12,0.00030965915374576986,0.4265012741088867,0.613826165668545,52340.56640625
10,0.2,0.15,10,55,0.006215301585897237,0.4254317283630371,0.5641779879195843,102038.2578125
10,0.4,0.25,20,36,0.006148946052951716,0.42446044087409973,0.5687111754858277,42871.75
15,0.4,0.5,20,12,0.00035389617570945125,0.4241594672203064,0.6114260665663342,52335.98828125
40,0.4,0.5,50,9,0.00022118510981840702,0.423706978559494,0.5842344766086418,56827.53515625
10,0.4,0.25,50,65,0.0428214372608436,0.42363598942756653,0.6341169076434016,70743.4609375
10,0.4,0.25,30,45,0.013403817654995466,0.4236016571521759,0.6381443184314439,66811.375
15,0.4,0.5,15,12,0.0003317776647276105,0.42352554202079773,0.6138251557600144,52338.3515625
25,0.4,0.5,30,11,0.0006414368184733803,0.42331889271736145,0.6175193606798252,61416.78125
40,0.4,0.25,30,31,0.004888190926986795,0.422699898481369,0.5740668345170399,81120.28125
15,0.4,0.15,15,68,0.03399615137908916,0.4221368134021759,0.6147173932192977,80775.65625
15,0.1,0.1,10,77,0.011236203578775077,0.4218151867389679,0.6816157738534336,176967.453125
40,0.4,0.5,30,9,0.0001327110658910442,0.4213291108608246,0.5844018966612938,56834.22265625
40,0.4,0.2,5,18,0.0017694808785472561,0.42041102051734924,0.7320225162614741,60704.78515625
40,0.4,0.2,15,25,0.0045564132622591845,0.4202345311641693,0.5909326193040977,63556.35546875
60,0.4,0.5,50,11,0.00022118510981840702,0.4197789132595062,0.6009241291260176,61772.7890625
40,0.4,0.5,20,9,8.847404392736281e-05,0.4186720848083496,0.5844313097582787,56836.046875
60,0.4,0.5,15,11,8.847404392736281e-05,0.4173623025417328,0.6010493180948611,61777.19140625
60,0.4,0.5,20,11,8.847404392736281e-05,0.4173623025417328,0.6010493180948611,61777.19140625
10,0.1,0.1,10,84,0.014266439583287252,0.41574737429618835,0.5935304711478544,144622.8125
60,0.4,0.5,30,11,0.00011059255490920351,0.4152012765407562,0.6010422213302197,61777.8125
60,0.4,0.25,10,16,0.0009953329941828316,0.4137389659881592,0.7146171221661237,68085.578125
10,0.0,0.1,5,72,0.0036053172900400343,0.4133336842060089,0.5477801124104276,138895.796875
60,0.4,0.2,20,32,0.0066355532945522105,0.4115608036518097,0.6002164312575194,89522.171875
60,0.4,0.15,5,29,0.004047687509676849,0.41105663776397705,0.5908236946715157,66179.28125
40,0.4,0.5,10,8,4.4237021963681406e-05,0.4104738235473633,0.5599106171329533,51536.43359375
25,0.4,0.2,15,35,0.005817168388224105,0.410372257232666,0.5723016875487529,47631.8984375
60,0.4,0.15,10,35,0.009179182057463892,0.4097953736782074,0.6101030492442086,84401.921875
15,0.2,0.1,10,103,0.024772732299661586,0.40945926308631897,0.5676378739926358,118343.4921875
25,0.2,0.1,10,85,0.019685474773838224,0.40600094199180603,0.5533444082473551,150080.390625
25,0.4,0.2,5,24,0.0017473623675654155,0.40529003739356995,0.5670790572607606,63235.515625
10,0.4,0.2,20,48,0.019353697109110616,0.4052358567714691,0.6567786606365374,54771.78515625
15,0.4,0.2,15,38,0.008913759925681802,0.4052135944366455,0.6259315759642587,57279.21484375
40,0.4,0.5,5,8,2.2118510981840703e-05,0.404220849275589,0.5599158994179461,51537.49609375
40,0.4,0.5,15,8,8.847404392736281e-05,0.4036308228969574,0.5598982576696251,51534.578125
15,0.4,0.2,50,98,0.1227577359492159,0.4018842279911041,0.6367245746642757,99205.1640625
25,0.4,0.25,50,45,0.023976465904315323,0.4010727107524872,0.6263770341520833,99861.1640625
40,0.4,0.3,5,11,0.0003317776647276105,0.40097689628601074,0.6235130572772456,50021.16015625
60,0.4,0.15,15,49,0.017915993895290968,0.4004499614238739,0.6126798152235005,105319.734375
10,0.4,0.2,30,70,0.04189245979960629,0.3993855118751526,0.6477587377207656,66564.3671875
10,0.2,0.1,15,127,0.058990068788569154,0.398007333278656,0.6134294885580042,130567.6875
15,0.4,0.15,20,82,0.057463891530822146,0.39791393280029297,0.636167096557933,83473.4140625
10,0.4,0.2,10,37,0.005396916679569132,0.39555487036705017,0.625398217988283,35815.24609375
40,0.4,0.15,15,55,0.020901992877839465,0.3941580057144165,0.6606107384541391,93018.9296875
10,0.4,0.2,15,45,0.011523744221539007,0.39377322793006897,0.5604683989689397,52789.94140625
25,0.4,0.15,10,46,0.013470173187940988,0.3904348611831665,0.6003290055406257,76834.796875
10,0.2,0.1,10,104,0.03238150007741479,0.38985148072242737,0.58461172518054,111443.8046875
15,0.2,0.1,15,111,0.04908097586870452,0.3887670040130615,0.5690388206920443,143890.90625
25,0.4,0.15,30,106,0.11065891044214904,0.38875794410705566,0.6319771702623783,106504.671875
10,0.4,0.3,10,15,0.001105925549092035,0.38548508286476135,0.5925639118002549,45675.3984375
25,0.4,0.2,20,40,0.011767047842339253,0.38511866331100464,0.5983508779774743,64115.02734375
15,0.4,0.2,10,30,0.004954546459932318,0.3845500349998474,0.6175265227094234,60409.23046875
25,0.2,0.1,5,66,0.009356130145318617,0.3845495879650116,0.6135460786722658,93621.7734375
40,0.4,0.15,10,39,0.008913759925681802,0.38446781039237976,0.588943566217633,69650.0546875
15,0.4,0.3,5,14,0.0007520293733825838,0.3844592571258545,0.5873427231941974,54468.71875
25,0.2,0.15,15,55,0.007498175222843998,0.3825700581073761,0.6130435935779757,110749.6171875
40,0.4,0.2,20,35,0.00816173055229922,0.38118550181388855,0.5971456885919961,68831.28125
25,0.4,0.2,30,53,0.024905443365552633,0.38034629821777344,0.6553993066369178,92383.6953125
25,0.4,0.3,5,12,0.00039813319767313264,0.3791465759277344,0.6158568583409371,55871.70703125
10,0.4,0.25,10,21,0.002012784499347504,0.3771961033344269,0.783899970561311,40635.015625
40,0.4,0.4,5,9,8.847404392736281e-05,0.376829594373703,0.5912243918859468,51587.50390625
15,0.4,0.4,5,13,0.00017694808785472562,0.37476497888565063,0.6152744168062468,47989.55859375
25,0.4,0.4,15,12,0.00030965915374576986,0.3729151487350464,0.6184811980111576,55868.71484375
15,0.4,0.5,5,13,6.63555329455221e-05,0.3684198260307312,0.6209067836937864,47993.046875
10,0.4,0.3,15,21,0.0015482957687288491,0.36826908588409424,0.6813082679415061,37291.890625
25,0.4,0.5,20,12,8.847404392736281e-05,0.36810892820358276,0.6190099975879433,55887.765625
10,0.4,0.15,15,79,0.043285925991462255,0.36719751358032227,0.6467854782250868,57248.9765625
10,0.4,0.3,20,25,0.002698458339784566,0.3659029006958008,0.736375212476841,34863.15234375
15,0.4,0.25,15,26,0.0033841321802216273,0.3657163977622986,0.6208326502622832,52009.01953125
40,0.4,0.1,20,182,0.2353630753577669,0.364849716424942,0.6788544288562677,135996.078125
10,0.4,0.15,5,46,0.0076751233106987235,0.3636106848716736,0.625621157708337,40568.41015625
10,0.4,0.25,5,16,0.0010174515051646724,0.3634410500526428,0.6174112910070462,42601.23046875
40,0.4,0.15,5,24,0.00411404304262237,0.3621962368488312,0.6439469319437608,65924.2265625
15,0.4,0.25,10,23,0.00221185109818407,0.3613622486591339,0.6205587232757958,56354.109375
10,0.4,0.1,15,351,0.29837871314503106,0.3612928092479706,0.6573660826912888,81291.4765625
25,0.4,0.4,10,11,0.00024330362080024774,0.35987818241119385,0.6364817810108621,51419.0390625
60,0.4,0.2,5,19,0.0014377032138196456,0.3584991693496704,0.7058740204037498,57109.38671875
25,0.4,0.5,10,11,4.4237021963681406e-05,0.35830962657928467,0.6366745110449754,51422.8671875
25,0.4,0.5,15,11,4.4237021963681406e-05,0.35830962657928467,0.6366745110449754,51422.8671875
15,0.4,0.3,15,19,0.001415584702837805,0.3580276072025299,0.659128563584844,60555.42578125
25,0.4,0.15,15,59,0.02647585764526332,0.3546459972858429,0.6804945485205564,82881.0703125
10,0.4,0.5,30,10,0.0008626219282917873,0.3514866828918457,0.6051779441658665,37482.7421875
10,0.4,0.5,50,12,0.0012165181040012386,0.3514139652252197,0.5982377329888823,31823.888671875
10,0.4,0.25,15,28,0.00347260622414899,0.3495910167694092,0.7592461767185806,37740.5859375
15,0.4,0.15,10,55,0.01669947579128973,0.3470247983932495,0.6405546172583706,70831.703125
15,0.4,0.15,30,128,0.15613456902081352,0.3458004891872406,0.6360553129932665,90189.5703125
60,0.4,0.1,20,155,0.20437504147220809,0.34215375781059265,0.7055291228997782,134376.34375
25,0.4,0.5,5,9,0.0,0.341964989900589,0.6337147551983825,46840.3671875
10,0.4,0.15,10,61,0.021432837141403642,0.33813217282295227,0.6189465232598134,51700.9375
10,0.2,0.1,5,87,0.012452721682776316,0.3326323628425598,0.6001031519471276,79917.46875
40,0.4,0.1,10,100,0.06047200902435248,0.32363027334213257,0.6400052229296799,81955.625
10,0.4,0.15,20,114,0.07896308420517131,0.320174902677536,0.714514065980072,60785.12109375
15,0.2,0.1,5,78,0.010285107606555927,0.31653159856796265,0.633089396624994,110845.0859375
60,0.4,0.1,10,89,0.05438941850434629,0.3131888210773468,0.7012899640702396,80861.359375
60,0.4,0.1,15,114,0.11446329433102563,0.30074483156204224,0.6826955030676652,97989.875
15,0.4,0.1,15,243,0.21948198447280529,0.29972198605537415,0.7130763961856172,83685.71875
10,0.4,0.4,20,12,0.0005308442635641768,0.2993663251399994,0.6704353249668141,33556.83984375
10,0.4,0.4,10,12,0.00044237021963681403,0.29610133171081543,0.6703951837940249,33557.58984375
10,0.4,0.4,15,12,0.00044237021963681403,0.29610133171081543,0.6703951837940249,33557.58984375
25,0.4,0.1,15,176,0.16593306938576896,0.29474273324012756,0.7140024598868355,90222.671875
25,0.4,0.4,5,10,6.63555329455221e-05,0.290558397769928,0.6342808752196925,41662.65625
15,0.4,0.15,5,38,0.006569197761606689,0.28586146235466003,0.8085129469472363,36411.2734375
25,0.4,0.1,10,119,0.07345557497069297,0.2764308452606201,0.6461297054523182,77070.3203125
40,0.4,0.1,15,128,0.1309637035234788,0.27501070499420166,0.647384391266169,89637.15625
10,0.4,0.5,15,11,0.0002654221317820884,0.27144208550453186,0.6733402902359361,33763.30078125
10,0.4,0.5,20,11,0.0002654221317820884,0.27144208550453186,0.6733402902359361,33763.30078125
10,0.4,0.5,10,11,0.00022118510981840702,0.2691029906272888,0.6733559971117465,33765.08203125
10,0.4,0.3,5,14,0.0005750812855278583,0.264667809009552,0.6795788871568098,28450.1015625
10,0.4,0.4,5,13,0.0002654221317820884,0.2637033462524414,0.6905917375536164,30770.515625
10,0.4,0.5,5,12,4.4237021963681406e-05,0.23752473294734955,0.6950097882833219,30704.341796875
60,0.4,0.1,5,74,0.0183141270929641,0.225677490234375,0.6955017329149742,64702.84765625
15,0.4,0.1,10,140,0.0953750193536971,0.22443513572216034,0.6907905974118306,56456.0234375
10,0.4,0.2,5,27,0.002256088120147752,0.21928486227989197,0.8525135395640213,30443.869140625
40,0.4,0.1,5,80,0.01953064519696534,0.16057752072811127,0.6953632968123247,43850.69140625
15,0.4,0.1,5,114,0.03054566366592201,0.1420566886663437,0.8789566855928632,39297.453125
25,0.4,0.15,5,37,0.00535267965760545,0.13915586471557617,0.9196344216152422,42141.671875
25,0.4,0.1,5,95,0.024706376766716064,0.13540364801883698,0.8346748615336255,48317.73046875
10,0.4,0.1,10,207,0.12401849107518081,0.13250945508480072,0.8095948691579895,40803.05859375
10,0.4,0.1,5,142,0.03649554312003716,0.11135847121477127,0.7580160692906881,30346.4765625
10,0.2,0.1,50,126,0.6349118577337374,-inf,inf,-inf
10,0.4,0.1,30,81,0.8800070779235142,-inf,inf,-inf
10,0.4,0.1,50,3,0.9953108756718497,-inf,inf,-inf
10,0.4,0.15,50,95,0.75979297073721,-inf,inf,-inf
15,0.4,0.1,30,105,0.8144699298843202,-inf,inf,-inf
15,0.4,0.1,50,12,0.9775497113534317,-inf,inf,-inf
15,0.4,0.15,50,125,0.6254230165225277,-inf,inf,-inf
25,0.4,0.1,30,163,0.6672712393001703,-inf,inf,-inf
25,0.4,0.1,50,23,0.9520249496803875,-inf,inf,-inf
40,0.4,0.1,50,35,0.9153745769834775,-inf,inf,-inf
60,0.4,0.1,50,42,0.8946716507044746,-inf,inf,-inf
